0.97858513	0.97858513	0.97858513	0.97858513	0.97858513	8.6825369
0.60131758	0.60131758	0.60131758	0.60131758	0.60131758	3.4313394
0.36180601	0.36180601	0.36180601	0.36180601	0.36180601	1.6123153
0.2314038	0.2314038	0.2314038	0.2314038	0.2314038	1.2521954
0.44973047	0.44973047	0.44973047	0.44973047	0.44973047	2.2080078
0.64310149	0.64310149	0.64310149	0.64310149	0.64310149	4.1029646
0.24521751	0.24521751	0.24521751	0.24521751	0.24521751	1.3308297
0.46801362	0.46801362	0.46801362	0.46801362	0.46801362	2.5285052
0.49743178	0.49743178	0.49743178	0.49743178	0.49743178	2.4921552
0.074964949	0.074964949	0.074964949	0.074964949	0.074964949	0.83443495
0.76659484	0.76659484	0.76659484	0.76659484	0.76659484	5.3256611
0.045367238	0.045367238	0.045367238	0.045367238	0.045367238	0.86553159
0.1651126	0.1651126	0.1651126	0.1651126	0.1651126	0.92760031
0.77719862	0.77719862	0.77719862	0.77719862	0.77719862	5.3725872
0.20834854	0.20834854	0.20834854	0.20834854	0.20834854	1.0647031
0.2517762	0.2517762	0.2517762	0.2517762	0.2517762	1.2416173
0.39652384	0.39652384	0.39652384	0.39652384	0.39652384	1.8220572
0.48068782	0.48068782	0.48068782	0.48068782	0.48068782	2.5152343
0.50929074	0.50929074	0.50929074	0.50929074	0.50929074	2.6929475
0.62479654	0.62479654	0.62479654	0.62479654	0.62479654	3.6558109
0.6255474	0.6255474	0.6255474	0.6255474	0.6255474	3.7251755
0.99116675	0.99116675	0.99116675	0.99116675	0.99116675	8.7889988
0.35922196	0.35922196	0.35922196	0.35922196	0.35922196	1.7964099
0.27599113	0.27599113	0.27599113	0.27599113	0.27599113	1.1633444
0.67811674	0.67811674	0.67811674	0.67811674	0.67811674	4.2788306
0.50876268	0.50876268	0.50876268	0.50876268	0.50876268	2.8227336
0.27685971	0.27685971	0.27685971	0.27685971	0.27685971	1.2995797
0.5788408	0.5788408	0.5788408	0.5788408	0.5788408	3.1981212
0.82283546	0.82283546	0.82283546	0.82283546	0.82283546	5.9953617
0.94145447	0.94145447	0.94145447	0.94145447	0.94145447	8.1113678
0.44431741	0.44431741	0.44431741	0.44431741	0.44431741	2.2566629
0.42322912	0.42322912	0.42322912	0.42322912	0.42322912	2.1582995
0.99619772	0.99619772	0.99619772	0.99619772	0.99619772	9.211116
0.61411812	0.61411812	0.61411812	0.61411812	0.61411812	3.5719776
0.94406607	0.94406607	0.94406607	0.94406607	0.94406607	7.9214435
0.91208182	0.91208182	0.91208182	0.91208182	0.91208182	7.699377
0.81497682	0.81497682	0.81497682	0.81497682	0.81497682	5.9741079
0.68963693	0.68963693	0.68963693	0.68963693	0.68963693	4.4595051
0.30865401	0.30865401	0.30865401	0.30865401	0.30865401	1.5588571
0.55819653	0.55819653	0.55819653	0.55819653	0.55819653	2.9237516
0.63675759	0.63675759	0.63675759	0.63675759	0.63675759	3.9093202
0.76908112	0.76908112	0.76908112	0.76908112	0.76908112	5.2403263
0.054031017	0.054031017	0.054031017	0.054031017	0.054031017	0.61826306
0.11483134	0.11483134	0.11483134	0.11483134	0.11483134	0.96422971
0.8459905	0.8459905	0.8459905	0.8459905	0.8459905	6.6647187
0.17238331	0.17238331	0.17238331	0.17238331	0.17238331	1.1611526
0.036982983	0.036982983	0.036982983	0.036982983	0.036982983	0.96853883
0.3125545	0.3125545	0.3125545	0.3125545	0.3125545	1.5659905
0.81728067	0.81728067	0.81728067	0.81728067	0.81728067	6.0401953
0.2346367	0.2346367	0.2346367	0.2346367	0.2346367	1.2943746
0.5874414	0.5874414	0.5874414	0.5874414	0.5874414	3.4390548
0.92418432	0.92418432	0.92418432	0.92418432	0.92418432	7.7763932
0.33004915	0.33004915	0.33004915	0.33004915	0.33004915	1.3793555
0.20554091	0.20554091	0.20554091	0.20554091	0.20554091	1.0938393
0.36448714	0.36448714	0.36448714	0.36448714	0.36448714	1.7918307
0.97571471	0.97571471	0.97571471	0.97571471	0.97571471	8.6246555
0.71689413	0.71689413	0.71689413	0.71689413	0.71689413	4.6262544
0.6433097	0.6433097	0.6433097	0.6433097	0.6433097	4.0023797
0.78256725	0.78256725	0.78256725	0.78256725	0.78256725	5.6125023
0.46648183	0.46648183	0.46648183	0.46648183	0.46648183	2.4793606
0.23227725	0.23227725	0.23227725	0.23227725	0.23227725	1.2643971
0.31787897	0.31787897	0.31787897	0.31787897	0.31787897	1.6589257
0.78879187	0.78879187	0.78879187	0.78879187	0.78879187	5.7801987
0.63444276	0.63444276	0.63444276	0.63444276	0.63444276	3.6699589
0.65978285	0.65978285	0.65978285	0.65978285	0.65978285	4.082086
0.53758345	0.53758345	0.53758345	0.53758345	0.53758345	3.1069084
0.9192166	0.9192166	0.9192166	0.9192166	0.9192166	7.8585754
0.78050604	0.78050604	0.78050604	0.78050604	0.78050604	5.6350246
0.32670948	0.32670948	0.32670948	0.32670948	0.32670948	1.3660558
0.73874777	0.73874777	0.73874777	0.73874777	0.73874777	5.1402727
0.43773386	0.43773386	0.43773386	0.43773386	0.43773386	2.1219384
0.59179652	0.59179652	0.59179652	0.59179652	0.59179652	3.317735
